"movieId","movie_title","title_year","genres.x","genres.y","director_name","actor_1_name","actor_2_name","actor_3_name","duration","plot_keywords","language","country","facenumber_in_poster","imdb_score","movielens_score","movielens_score_normalized","aprox_imdb_score","aprox_movielens_score","aprox_movielens_normalized_score"
33679,"Mr. & Mrs. Smith ",2005,"Action|Adventure|Comedy|Romance","Action|Comedy|Crime|Romance|Thriller","Doug Liman","Brad Pitt","Angelina Jolie Pitt","Stephanie March",126,"assassin|marriage|secret agent|suburb|target","English","USA",2,6.5,3.23969972067039,6.47939944134078,6,3,6
33681,"The Adventures of Sharkboy and Lavagirl 3-D ",2005,"Action|Adventure|Children|Fantasy","Action|Adventure|Family|Fantasy","Robert Rodriguez","Taylor Lautner","Kristin Davis","Taylor Dooley",93,"boy|bully|dream|dream sequence|planet","English","USA",1,3.5,1.90845070422535,3.8169014084507,4,2,4
33683,"High Tension ",2003,"Horror|Thriller","Horror","Alexandre Aja","Cécile De France","Maïwenn","Oana Pellea",89,"car chase|plot twist|police van|rear ending a car|slasher","French","France",1,6.8,3.34654300168634,6.69308600337268,7,3,7
33725,"It's All Gone Pete Tong ",2004,"Comedy|Drama|Musical","Biography|Comedy|Drama|Music","Michael Dowse","Paul Kaye","Neil Maskell","Kate Magowan",90,"deafness|disappearance|ears|ibiza|musician","English","UK",1,7.4,3.55415162454874,7.10830324909747,7,4,7
33781,"Quo Vadis ",1951,"Drama|Romance","Biography|Drama|History|Romance","","Peter Ustinov","Deborah Kerr","Robert Taylor",171,"christian|emperor|general|hostage|nero","English","USA",0,7.2,3.40659340659341,6.81318681318681,7,3,7
33794,"Batman Begins ",2005,"Action|Crime|IMAX","Action|Adventure","Christopher Nolan","Christian Bale","Liam Neeson","Morgan Freeman",128,"armored car|gangster|gotham|mixed martial arts|social decay","English","USA",0,8.3,3.96166002771043,7.92332005542085,8,4,8
33815,"The Perfect Man ",2005,"Comedy|Drama|Romance","Comedy|Family|Romance","Mark Rosman","Ben Feldman","Chris Noth","Vanessa Lengies",100,"e mail|moving|perfect man|secret admirer|suitor","English","USA",3,5.5,2.96724890829694,5.93449781659389,6,3,6
33817,"My Summer of Love ",2004,"Drama|Romance","Drama|Romance","Pawel Pawlikowski","Paddy Considine","Natalie Press","Dean Andrews",86,"female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire","English","UK",0,6.8,3.38582677165354,6.77165354330709,7,3,7
33823,"The Bridge of San Luis Rey ",2004,"Drama","Drama|Romance","","Robert De Niro","F. Murray Abraham","Geraldine Chaplin",120,"bridge|friar|inquisition|peru|rope bridge","English","UK",3,5.1,2.57777777777778,5.15555555555556,5,3,5
33826,"Saint Ralph ",2004,"Comedy|Drama","Comedy|Drama|Sport","","Campbell Scott","Adam Butcher","Gordon Pinsent",98,"boston marathon|coma|marathon|miracles|running","English","Canada",1,7.6,3.58461538461538,7.16923076923077,8,4,7
33830,"Herbie Fully Loaded ",2005,"Adventure|Comedy|Romance","Adventure|Comedy|Family|Fantasy|Romance|Sport","Angela Robinson","Scoot McNairy","Thomas Lennon","Cheryl Hines",101,"automobile racing|car|mechanic|nascar|street racing","English","USA",1,4.7,2.51396160558464,5.02792321116928,5,3,5
33832,"Yes ",2004,"Drama","Drama|Romance","","Shirley Henderson","Joan Allen","Stephanie Leonidas",100,"beach|lebanese|loss|muslim|restaurant","English","UK",0,6.9,3.225,6.45,7,3,6
33834,"Land of the Dead ",2005,"Action|Horror|Thriller","Horror","George A. Romero","Tony Nappo","Shawn Roberts","Pedro Miguel Arce",97,"apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse","English","Canada",8,6.2,3.22121896162528,6.44243792325056,6,3,6
33838,"Rize ",2005,"Documentary","Documentary|Music","","Kevin Scott Richardson","Christopher Toler","Tommy the Clown",86,"clown|clowning|dance|gang|south central los angeles","English","USA",0,7.1,3.54469273743017,7.08938547486034,7,4,7
33880,"Me and You and Everyone We Know ",2005,"Comedy|Drama","Comedy|Drama","","Najarra Townsend","Brad William Henke","Miranda July",91,"fellatio|seven word title|shoe salesman|title directed by female|written by director","English","USA",0,7.4,3.779307631786,7.55861526357199,7,4,8
34045,"The I Inside ",2004,"Fantasy|Mystery|Sci-Fi","Mystery|Sci-Fi|Thriller","","Stephen Graham","Sarah Polley","Stephen Rea",90,"2000s|hospital|man in a wheelchair|year 2000|year 2002","English","UK",2,6.1,3.26190476190476,6.52380952380952,6,3,7
34048,"War of the Worlds ",2005,"Action|Adventure|Sci-Fi|Thriller","Adventure|Sci-Fi|Thriller","Steven Spielberg","Tom Cruise","Lisa Ann Walter","Rick Gonzalez",116,"alien|fight|storm|survival|tripod","English","USA",0,6.5,3.13336306868867,6.26672613737734,6,3,6
34072,"March of the Penguins ",2005,"Documentary","Documentary","","Morgan Freeman","Sofie Gråbøl","Romane Bohringer",80,"chick|emperor penguin|journey|ocean|penguin","French","France",0,7.6,3.70529595015576,7.41059190031153,8,4,7
34143,"Dark Water ",2005,"Drama|Horror|Thriller","Drama|Horror|Thriller","Walter Salles","Dougray Scott","Camryn Manheim","Ariel Gade",103,"apartment|hello kitty|school|teacher|water","English","USA",2,5.6,2.74251069900143,5.48502139800285,6,3,5
34153,"Murderball ",2005,"Documentary","Documentary|Sport","","Mark Zupan","Joe Bishop","Andy Cohn",88,"paralympics|quad rugby|rugby|team|wheelchair","English","USA",1,7.8,3.80171543895056,7.60343087790111,8,4,8
34271,"Hustle & Flow ",2005,"Crime|Drama","Crime|Drama|Music","Craig Brewer","Isaac Hayes","Paula Jai Parker","Elise Neal",116,"baby|friend|hip hop|pimp|stripper","English","USA",1,7.4,3.61181923522596,7.22363847045191,7,4,7
34314,"Funny Ha Ha ",2002,"Comedy|Drama","Comedy|Drama","Andrew Bujalski","Andrew Bujalski","Kate Dollenmayer","Justin Rice",85,"mumblecore","English","USA",1,6.4,3.24390243902439,6.48780487804878,6,3,6
34319,"The Island ",2005,"Action|Sci-Fi|Thriller","Action|Adventure|Romance|Sci-Fi|Thriller","Michael Bay","Scarlett Johansson","Steve Buscemi","Djimon Hounsou",136,"clone|environment|escape|island|lottery","English","USA",1,6.9,3.40893665158371,6.81787330316742,7,3,7
34323,"The Devil's Rejects ",2005,"Action|Crime|Horror","Crime|Horror","Rob Zombie","Sid Haig","Ken Foree","Lew Temple",109,"escape|police|road trip|sheriff|texas","English","USA",0,6.9,3.28316032295271,6.56632064590542,7,3,7
34330,"November ",2004,"Drama|Mystery","Drama|Mystery|Thriller","Greg Harrison","Amir Talai","Anne Archer","Nora Dunn",78,"female protagonist|murder|photographer|robbery|shot to death","English","USA",1,5.5,2.85,5.7,6,3,6
34332,"Sky High ",2005,"Action|Adventure|Children|Comedy","Adventure|Comedy|Family|Sci-Fi","Mike Mitchell","Michael Angarano","Kelly Preston","Nicholas Braun",100,"coming of age|friend|high school|sidekick|superpower","English","USA",3,6.2,3.22465753424658,6.44931506849315,6,3,6
34334,"Stealth ",2005,"Action|Adventure|Sci-Fi|Thriller","Action|Adventure|Sci-Fi|Thriller","Rob Cohen","Sam Shepard","Joe Morton","Richard Roxburgh",121,"artificial intelligence|box office flop|fighter jet|navy|pilot","English","USA",0,5,2.514687100894,5.02937420178799,5,3,5
34336,"Must Love Dogs ",2005,"Comedy|Romance","Comedy|Romance","","Stockard Channing","Victor Webster","Elizabeth Perkins",98,"date|dating|dog|love|teacher","English","USA",2,5.9,2.98801369863014,5.97602739726027,6,3,6
34405,"Serenity ",2005,"Action|Adventure|Sci-Fi","Action|Adventure|Sci-Fi|Thriller","Joss Whedon","Adam Baldwin","Sean Maher","Michael Hitchcock",119,"alliance|cannibalism|future|operative|planet","English","USA",0,8,3.99285714285714,7.98571428571429,8,4,8
34520,"The Dukes of Hazzard ",2005,"Action|Adventure|Comedy","Action|Adventure|Comedy","Jay Chandrasekhar","Alice Greczyn","Jessica Simpson","Michael Weston",107,"1969 dodge charger|bikini|farm|misogynist|tow truck","English","USA",5,5.1,2.52657480314961,5.05314960629921,5,3,5
34523,"The Chumscrubber ",2005,"Comedy|Drama","Comedy|Drama","","Rory Culkin","John Heard","Tim DeKay",108,"chumscrubber|death|friend|pills|school","English","USA",1,7,3.5025706940874,7.00514138817481,7,4,7
34530,"Deuce Bigalow: European Gigolo ",2005,"Comedy","Comedy","","Carlos Ponce","Eddie Griffin","Charles Keating",83,"dolphin|gigolo|pimp|serial killer|villain arrested","English","USA",0,4.6,2.16643059490085,4.3328611898017,5,2,4
34532,"The Skeleton Key ",2005,"Drama|Horror|Mystery|Thriller","Horror|Mystery|Thriller","Iain Softley","Gena Rowlands","Deneen Tyler","Joy Bryant",104,"attic|bound and gagged|hoodoo|secret|southern gothic","English","USA",0,6.5,3.31516768292683,6.63033536585366,6,3,7
34534,"Four Brothers ",2005,"Action|Crime|Drama","Action|Crime|Drama|Mystery|Thriller","John Singleton","Josh Charles","Tony Nappo","Fionnula Flanagan",109,"bare butt|corrupt police|four brothers|funeral|murder","English","USA",3,6.9,3.33553210202287,6.67106420404573,7,3,7
34536,"The Great Raid ",2005,"Action|Drama|War","Action|Drama|War","John Dahl","James Franco","Clayne Crawford","Paolo Montalban",132,"american|lieutenant colonel|mission|rescue|soldier","Filipino","USA",0,6.7,3.46285714285714,6.92571428571429,7,3,7
34767,"My Date with Drew ",2004,"Comedy|Documentary|Romance","Documentary","Jon Gunn","John August","Brian Herzlinger","Jon Gunn",90,"actress name in title|crush|date|four word title|video camera","English","USA",0,6.6,2.8265306122449,5.6530612244898,7,3,6
35015,"Duma ",2005,"Adventure|Drama","Adventure|Drama|Family","Carroll Ballard","Eamonn Walker","Hope Davis","Campbell Scott",100,"africa|bed|boy|cheetah|south africa","English","USA",0,7.3,3.50403225806452,7.00806451612903,7,4,7
35836,"The 40-Year-Old Virgin ",2005,"Comedy|Romance","Comedy|Romance","Judd Apatow","Steve Carell","Romany Malco","Gerry Bednob",133,"40 year old|car accident|cheating on girlfriend|collection|porno movie","English","USA",1,7.1,3.50949730541567,7.01899461083135,7,4,7
35957,"Red Eye ",2005,"Horror|Thriller","Mystery|Thriller","Wes Craven","Robert Pine","Carl Gilliard","Suzie Plakson",85,"airport|flight|hotel|hotel manager|plane","English","USA",0,6.5,3.14226519337017,6.28453038674033,6,3,6
36392,"Supercross ",2005,"Action","Action|Drama|Romance|Sport","Steve Boyum","Channing Tatum","Mike Vogel","Steve Howey",80,"one word title|paddock|supercross|swimming pool|winning","English","USA",1,4,1.97727272727273,3.95454545454545,4,2,4
36397,"Valiant ",2005,"Adventure|Animation|Children|Comedy|Fantasy|War","Adventure|Animation|Comedy|Family|War","","Jim Broadbent","Olivia Williams","Pip Torrens",76,"dove|falcon|nursing|pigeon|psychological torture","English","UK",0,5.6,2.73843416370107,5.47686832740214,6,3,5
36401,"The Brothers Grimm ",2005,"Comedy|Fantasy|Horror|Thriller","Action|Adventure|Comedy|Fantasy|Thriller","Terry Gilliam","Matt Damon","Heath Ledger","Mackenzie Crook",118,"creature|curse|exorcism|girl|village","English","USA",2,5.9,2.95506570580755,5.91013141161509,6,3,6
36436,"The Holy Girl ",2004,"Drama","Drama","","Mía Maestro","Mercedes Morán","María Alche",106,"16 year old|doctor|hotel|tinnitus|title directed by female","Spanish","Argentina",0,6.7,3.46666666666667,6.93333333333333,7,3,7
36509,"The Cave ",2005,"Action|Adventure|Horror|Mystery|Sci-Fi|Thriller","Adventure|Horror|Thriller","","Eddie Cibrian","Cole Hauser","Marcel Iures",93,"cave|diver|diving|flare|parasite","English","USA",0,5.1,2.60952380952381,5.21904761904762,5,3,5
36511,"Undiscovered ",2005,"Comedy|Drama|Romance","Comedy|Music|Romance","","Fisher Stevens","Kip Pardue","Perrey Reeves",97,"bare chested male|box office flop|diner|german shepherd|one word title","English","Germany",4,4.2,2.44,4.88,4,2,5
36517,"The Constant Gardener ",2005,"Drama|Thriller","Drama|Mystery|Romance|Thriller","Fernando Meirelles","Archie Panjabi","Danny Huston","Donald Sumpter",129,"death|diplomat|doctor|kenya|murder","English","UK",0,7.5,3.73518237082067,7.47036474164134,8,4,7
36519,"Transporter 2 ",2005,"Action|Crime|Thriller","Action|Crime|Thriller","Louis Leterrier","Jason Statham","Jason Flemyng","Matthew Modine",87,"driver|french|kidnapping|police|sequel","English","France",1,6.3,3.16058394160584,6.32116788321168,6,3,6
36525,"Just Like Heaven ",2005,"Comedy|Fantasy|Romance","Comedy|Fantasy|Romance","Mark Waters","Jon Heder","Ivana Milicevic","Willie Garson",95,"apartment|architect|coma|doctor|spirit","English","USA",1,6.7,3.48125450612833,6.96250901225667,7,3,7
36529,"Lord of War ",2005,"Action|Crime|Drama|Thriller|War","Crime|Drama|Thriller","Andrew Niccol","Nicolas Cage","Jeremy Crutchley","Jared Burke",122,"1980s|arms dealer|immorality|ukrainian|warlord","English","USA",2,7.6,3.80415367167565,7.60830734335129,8,4,8
36533,"Cry_Wolf ",2005,"Drama|Horror|Mystery|Thriller","Drama|Horror|Mystery|Thriller","Jeff Wadlow","Julian Morris","Gary Cole","Lindy Booth",90,"e mail|game|school|serial killer|student","English","USA",0,5.9,2.90086206896552,5.80172413793103,6,3,6
36537,"Thumbsucker ",2005,"Comedy|Drama","Comedy|Drama","Mike Mills","Kelli Garner","Lou Taylor Pucci","Nancy O'Dell",96,"attention deficit disorder|debate|drugs|psychologist|school","English","USA",0,6.6,3.46160130718954,6.92320261437909,7,3,7
37380,"Doom ",2005,"Action|Horror|Sci-Fi","Action|Adventure|Horror|Sci-Fi","Andrzej Bartkowiak","Dwayne Johnson","Ben Daniels","Dexter Fletcher",113,"commando unit|extra chromosome|first person shooter|special forces|teleportation","English","UK",0,5.2,2.44519572953737,4.89039145907473,5,2,5
37382,"Domino ",2005,"Crime|Drama|Thriller","Action|Biography|Crime|Drama|Thriller","Tony Scott","Ian Ziering","Mo'Nique","Edgar Ramírez",127,"bounty hunter|fbi|female bounty hunter|female nudity|reality show","English","France",0,6,3.04445506692161,6.08891013384321,6,3,6
37384,"Waiting... ",2005,"Comedy","Comedy","","Ryan Reynolds","Dane Cook","Vanessa Lengies",94,"cook|dishwasher|flashing|male frontal nudity|waiter","English","USA",3,6.8,3.35837837837838,6.71675675675676,7,3,7
37386,"Æon Flux ",2005,"Action|Sci-Fi","Action|Sci-Fi","Karyn Kusama","Charlize Theron","Sophie Okonedo","Paterson Joseph",93,"based on cult favorite|disease|female hero|female protagonist|future","English","USA",0,5.5,2.91513254786451,5.83026509572901,6,3,6
37475,"An Unfinished Life ",2005,"Drama","Drama","Lasse Hallström","Morgan Freeman","Camryn Manheim","Lynda Boyd",108,"abusive boyfriend|bear|car accident|ranch|wyoming","English","USA",3,7,3.58700696055684,7.17401392111369,7,4,7
37477,"The Man ",2005,"Action|Comedy|Crime","Action|Comedy|Crime","Les Mayfield","Miguel Ferrer","Susie Essman","Gigi Rice",83,"buddy comedy|criminal|gun smuggling|mistaken identity|salesman","English","Germany",2,5.5,2.81938325991189,5.63876651982379,6,3,6
37720,"The Exorcism of Emily Rose ",2005,"Crime|Drama|Horror|Thriller","Drama|Horror|Thriller","Scott Derrickson","Tom Wilkinson","Colm Feore","JR Bourne",122,"death|demonic possession|exorcism|lawyer|priest","English","USA",0,6.7,3.17954911433172,6.35909822866345,7,3,6
37727,"Flightplan ",2005,"Action|Drama|Thriller","Drama|Mystery|Thriller","Robert Schwentke","Erika Christensen","Michael Irby","Haley Ramm",98,"captain|flight|flight attendant|plane|search","English","USA",1,6.2,3.08151305274374,6.16302610548748,6,3,6
37729,"Corpse Bride ",2005,"Animation|Comedy|Fantasy|Musical|Romance","Animation|Drama|Family|Fantasy|Musical|Romance","Tim Burton","Johnny Depp","Christopher Lee","Joanna Lumley",77,"arranged marriage|bride|corpse|groom|woods","English","USA",1,7.4,3.58650225903614,7.17300451807229,7,4,7
37733,"A History of Violence ",2005,"Action|Crime|Drama|Thriller","Crime|Drama|Thriller","David Cronenberg","Viggo Mortensen","Kyle Schmid","William Hurt",96,"bar|crotch shot|female full frontal nudity|female pubic hair|robbery","English","USA",1,7.5,3.63089784699954,7.26179569399908,8,4,7
37736,"Oliver Twist ",2005,"Drama","Crime|Drama","Roman Polanski","Ian McNeice","Barney Clark","Tony Noble",130,"boy|character name in title|orphan|pickpocket|workhouse","English","UK",0,6.9,3.42671394799054,6.85342789598109,7,3,7
37739,"The Greatest Game Ever Played ",2005,"Drama","Drama|History|Sport","Bill Paxton","Stephen Dillane","Matthew Knight","Amanda Tilson",120,"champion|golf tournament|golfer|nostalgia|orchestral music score","English","USA",1,7.5,3.67194570135747,7.34389140271493,8,4,7
37741,"Capote ",2005,"Crime|Drama","Biography|Crime|Drama","Bennett Miller","Philip Seymour Hoffman","Michael J. Burg","Kwesi Ameyaw",110,"book|holcomb kansas|kansas|killer|truman capote","English","Canada",1,7.4,3.73316609453393,7.46633218906786,7,4,7
37844,"Roll Bounce ",2005,"Comedy|Drama|Romance","Comedy|Drama|Music|Romance","Malcolm D. Lee","Jurnee Smollett-Bell","Brandon T. Jackson","Shad Moss",112,"1970s|boy|competition|roller skates|tubesocks","English","USA",0,6,2.84677419354839,5.69354838709677,6,3,6
37853,"Into the Blue ",2005,"Action|Adventure|Crime|Thriller","Action|Adventure|Crime|Thriller","John Stockwell","Paul Walker","James Frain","Ashley Scott",110,"bahamas|blood splatter|cocaine|hairy chest|shark","English","USA",3,5.8,2.93714285714286,5.87428571428571,6,3,6
37857,"Mirrormask ",2005,"Adventure|Children|Drama|Fantasy","Adventure|Fantasy","","Stephanie Leonidas","Gina McKee","Rob Brydon",101,"circus|dark fantasy|dream|dream world|fantasy world","English","UK",0,6.9,3.65794392523364,7.31588785046729,7,4,7
38038,"The Curse of the Were-Rabbit ",2005,"Adventure|Animation|Children|Comedy","Animation|Comedy|Family|Mystery|Sci-Fi","","Mark Gatiss","Geraldine McEwan","Peter Sallis",85,"competition|giant vegetable|pest control|stop motion animation|vegetable","English","UK",0,7.5,3.75040436716539,7.50080873433077,8,4,8
38061,"Kiss Kiss Bang Bang ",2005,"Comedy|Crime|Mystery|Thriller","Comedy|Crime|Mystery","Shane Black","Robert Downey Jr.","Corbin Bernsen","Larry Miller",103,"actor|detective sergeant|hotel|nightclub|thief","English","USA",2,7.6,3.86111111111111,7.72222222222222,8,4,8
38388,"Goal! The Dream Begins ",2005,"Drama","Drama|Romance|Sport","Danny Cannon","Sean Pertwee","Kuno Becker","Stephen Dillane",118,"barrio|border|newcastle united|party|soccer","English","USA",0,6.8,3.34408602150538,6.68817204301075,7,3,7
38435,"Forty Shades of Blue ",2005,"Drama","Drama|Music|Romance","Ira Sachs","Rip Torn","Jenny O'Hara","Darren E. Burrows",108,"love|music producer|previous marriage|rock 'n' roll|russian","English","USA",0,6,2.75,5.5,6,3,6
38583,"The Wraith ",1986,"Action|Horror|Sci-Fi|Thriller","Action|Horror|Romance|Sci-Fi|Thriller","","Clint Howard","Randy Quaid","Nick Cassavetes",93,"arizona|death|gang|police|sheriff","English","USA",2,5.9,2.86923076923077,5.73846153846154,6,3,6
38843,"55 Days at Peking ",1963,"Drama|War","Action|Adventure|Drama|History|War","","Ava Gardner","David Niven","John Ireland",154,"ambassador|boxer rebellion|china|colonialism|peking china","English","USA",3,6.8,3.34146341463415,6.68292682926829,7,3,7
38867,"Freeze Frame ",2004,"Crime|Drama|Thriller","Crime|Drama|Thriller","","Colin Salmon","Lee Evans","Ian McNeice",99,"alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler","English","UK",1,6.4,3.02380952380952,6.04761904761905,6,3,6
38886,"The Squid and the Whale ",2005,"Comedy|Drama","Comedy|Drama","Noah Baumbach","William Baldwin","Elizabeth Meriwether","Owen Kline",88,"boy|divorce|tennis|tennis coach|writer","English","USA",0,7.4,3.70033191085823,7.40066382171645,7,4,7
39183,"Brokeback Mountain ",2005,"Drama|Romance","Drama|Romance","Ang Lee","Jake Gyllenhaal","Heath Ledger","Anne Hathaway",134,"gay relationship|homosexuality|mountain|ranch|rodeo","English","USA",0,7.7,3.65159574468085,7.3031914893617,8,4,7
39231,"Elizabethtown ",2005,"Comedy|Drama|Romance","Comedy|Drama|Romance","Cameron Crowe","Orlando Bloom","Kirsten Dunst","Judy Greer",123,"flight|flight attendant|kentucky|shoes|travel","English","USA",0,6.4,3.13423351866561,6.26846703733122,6,3,6
39234,"North Country ",2005,"Drama","Drama","Niki Caro","Jeremy Renner","Charlize Theron","Sissy Spacek",126,"based on true story|innocence|lawsuit|mine|sexual harassment","English","USA",4,7.3,3.58882082695253,7.17764165390505,7,4,7
39292,"Good Night, and Good Luck. ",2005,"Crime|Drama","Biography|Drama|History","George Clooney","Robert Downey Jr.","Tate Donovan","Alex Borstein",93,"cbs|expose|fear|paranoia|reporter","English","USA",0,7.5,3.80988686669946,7.61977373339892,8,4,8
39307,"Dreamer: Inspired by a True Story ",2005,"Children|Drama","Drama|Family|Sport","","Ken Howard","Freddy Rodríguez","Holmes Osborne",98,"colon in title|horse|kentucky|overalls|six word title","English","USA",1,6.9,3.51535087719298,7.03070175438596,7,4,7
39381,"The Proposition ",2005,"Crime|Drama|Western","Crime|Drama|Western","John Hillcoat","Ray Winstone","Noah Taylor","Danny Huston",104,"aborigine|foreboding|gang|hideout|outlaw","English","Australia",1,7.4,3.76606683804627,7.53213367609254,7,4,8
39414,"Shopgirl ",2005,"Comedy|Drama|Romance","Drama|Romance","Anand Tucker","Frances Conroy","Bridgette Wilson-Sampras","Clyde Kusatsu",106,"artist|depression|gloves|photography|slacker","English","USA",3,6.4,3.29605263157895,6.59210526315789,6,3,7
39419,"Where the Truth Lies ",2005,"Drama|Thriller","Crime|Drama|Mystery|Thriller","Atom Egoyan","Colin Firth","Alison Lohman","Rachel Blanchard",107,"breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex","English","Canada",2,6.5,3.27022058823529,6.54044117647059,6,3,7
39435,"The Legend of Zorro ",2005,"Action|Adventure|Drama|Western","Action|Adventure|Western","Martin Campbell","Michael Emerson","Nick Chinlund","Adrian Alonso",129,"california|fight|hero|mask|zorro","Spanish","USA",1,5.9,3.0873417721519,6.1746835443038,6,3,6
39444,"The Weather Man ",2005,"Comedy|Drama","Comedy|Drama","Gore Verbinski","Nicolas Cage","Hope Davis","Michael Rispoli",102,"corndog|failure|funeral in the rain|new york city|weatherman","English","USA",1,6.6,3.23578947368421,6.47157894736842,7,3,6
39446,"Saw II ",2005,"Horror|Thriller","Horror|Mystery","Darren Lynn Bousman","Emmanuelle Vaugier","Tony Nappo","Shawnee Smith",95,"death|detective|nerve gas|serial killer|trap","English","USA",0,6.6,3.01842546063652,6.03685092127303,7,3,6
39869,"Manderlay ",2005,"Drama","Drama","Lars von Trier","Bryce Dallas Howard","Jeremy Davies","Jean-Marc Barr",139,"cotton|female frontal nudity|flogging|gangster|slavery","English","Denmark",1,7.4,3.7,7.4,7,4,7
39931,"Damnation Alley ",1977,"Drama|Sci-Fi|Thriller","Sci-Fi","Jack Smight","George Peppard","Jan-Michael Vincent","Paul Winfield",91,"cockroach|desert|ghost town|giant spider|travel","English","USA",0,5.2,3,6,5,3,6
40275,"Everything Put Together ",2000,"Drama","Drama","Marc Forster","Radha Mitchell","Alan Ruck","Megan Mullally",87,"group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome","English","USA",0,6.6,3.5,7,7,4,7
40278,"Jarhead ",2005,"Action|Drama|War","Action|Drama|War","Sam Mendes","Jake Gyllenhaal","Brian Geraghty","James Morrison",125,"american abroad|gulf war|u.s. military|u.s. soldier|usmc","English","Germany",0,7.1,3.46917204932472,6.93834409864944,7,3,7
40339,"Chicken Little ",2005,"Action|Adventure|Animation|Children|Comedy|Sci-Fi","Adventure|Animation|Comedy|Family|Sci-Fi","Mark Dindal","Catherine O'Hara","Fred Willard","Amy Sedaris",81,"alien invasion|chicken|fish|friend|panic","English","USA",0,5.8,2.869384359401,5.738768718802,6,3,6
40342,"Romance & Cigarettes ",2005,"Comedy|Drama|Musical|Romance","Comedy|Musical|Romance","John Turturro","Kate Winslet","Steve Buscemi","Eddie Izzard",105,"anal sex|death|dream|poem|sex","English","USA",0,6.3,2.9469696969697,5.89393939393939,6,3,6
40412,"Dead Man's Shoes ",2004,"Crime|Thriller","Crime|Drama|Thriller","Shane Meadows","Paddy Considine","Gary Stretch","George Newton",90,"anger|army veteran|independent film|revenge|sex scene","English","UK",0,7.7,3.8159509202454,7.6319018404908,8,4,8
40414,"Joyeux Noel ",2005,"Drama|War","Drama|History|Music|Romance|War","","Gary Lewis","Dany Boon","Ian Richardson",116,"christmas|no man's land|soldier|trench|world war one","French","France",0,7.8,3.79853862212944,7.59707724425887,8,4,8
40574,"Get Rich or Die Tryin' ",2005,"Action|Crime|Drama","Biography|Crime|Drama|Music","Jim Sheridan","50 Cent","Bill Duke","Marc John Jefferies",117,"male frontal nudity|male pubic hair|prison|pubic hair|violence","English","USA",0,5,2.91040462427746,5.82080924855491,5,3,6
40583,"Syriana ",2005,"Drama|Thriller","Drama|Thriller","Stephen Gaghan","Matt Damon","Amr Waked","Kayvan Novak",128,"cia|hezbollah|lebanon|oil|prince","English","USA",0,7,3.55507692307692,7.11015384615385,7,4,7
40614,"Derailed ",2005,"Drama|Thriller","Drama|Thriller","Mikael Håfström","Denis O'Hare","RZA","Xzibit",112,"drink|hotel|police|staged rape|thief","English","USA",2,6.6,3.18406593406593,6.36813186813187,7,3,6
40629,"Pride & Prejudice ",2005,"Drama|Romance","Drama|Romance","Joe Wright","Talulah Riley","Brenda Blethyn","Simon Woods",135,"bachelor|england|gentleman|georgian|love","English","France",2,7.8,3.84855006796556,7.69710013593113,8,4,8
40732,"The Descent ",2005,"Adventure|Drama|Horror|Thriller","Adventure|Horror|Thriller","Neil Marshall","MyAnna Buring","Shauna Macdonald","Craig Conway",100,"cave|expedition|friendship between women|group of friends|survival horror","English","UK",0,7.2,3.46444335458558,6.92888670917116,7,3,7
40815,"Harry Potter and the Goblet of Fire ",2005,"Adventure|Fantasy|Thriller|IMAX","Adventure|Family|Fantasy|Mystery","Mike Newell","Robert Pattinson","Daniel Radcliffe","Rupert Grint",157,"fire|goblet|magic|tournament|wizard","English","UK",1,7.6,3.73914958360026,7.47829916720051,8,4,7
40819,"Walk the Line ",2005,"Drama|Musical|Romance","Biography|Drama|Music|Romance","James Mangold","Sandra Ellis Lafferty","Dallas Roberts","Tyler Hilton",153,"1960s|accident|concert|guitar|prison","English","USA",0,7.9,3.80912587876376,7.61825175752752,8,4,8
40826,"Rent ",2005,"Drama|Musical|Romance","Drama|Musical|Romance","Chris Columbus","Rosario Dawson","David Fine","Jesse L. Martin",135,"aids|hiv positive|lawyer|new york city|roommate","English","USA",1,7,3.42449841605069,6.84899683210137,7,3,7
40851,"Zathura: A Space Adventure ",2005,"Action|Adventure|Children|Fantasy","Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","Jon Favreau","Kristen Stewart","Josh Hutcherson","Jonah Bobo",101,"2000s|coke|meeting future self|reference to spongebob squarepants|sony","English","USA",0,6.1,3.04795396419437,6.09590792838875,6,3,6
40887,"Lonesome Jim ",2005,"Drama|Romance","Comedy|Drama","Steve Buscemi","Kevin Corrigan","Seymour Cassel","Mary Kay Place",91,"bail|coma|dart board|indiana|ladder factory","English","USA",0,6.6,3.06880733944954,6.13761467889908,7,3,6
40966,"The Libertine ",2004,"Drama","Drama|Romance","","Johnny Depp","Jack Davenport","Richard Coyle",114,"ambassador|charles ii|earl|mistress|poet","English","UK",1,6.4,3.04040404040404,6.08080808080808,6,3,6
